gvkey,datadate,fyear,tic,conm,revt,state
014078,20191231,2019,BDRBF,BOMBARDIER INC  -CL B,15757.0000,QC
014084,20191231,2019,AIN,ALBANY INTL CORP  -CL A,1054.1320,NH
014088,20191231,2019,AEP10,AEP GENERATING CO,327.0340,OH
014099,20191231,2019,TUERF,TRUE NORTH COML REALEST INV,106.4570,ON
014107,20191231,2019,4779B,JONES FINANCIAL COS  -LP,9526.0000,MO
014108,20191231,2019,CYBE,CYBEROPTICS CORP,59.2630,MN
014112,20190630,2019,FKWL,FRANKLIN WIRELESS CORP,36.4690,CA
014113,20190930,2019,MITK,MITEK SYSTEMS INC,84.5900,CA
014118,20191231,2019,AMIVF,ATRIUM MORTGAGE INVESTMENT,66.1710,ON
014154,20191231,2019,PPL7,LG&E AND KU ENERGY LLC,3206.0000,KY
014155,20191231,2019,VTDRF,VANTAGE DRILLING INTL,166.8190,TX
014163,20191231,2019,MNIQQ,MCCLATCHY CO  -CL A,709.5160,CA
014172,20191231,2019,FULT,FULTON FINANCIAL CORP,1041.4660,PA
014172,20191231,2019,FULT,FULTON FINANCIAL CORP,1041.4660,PA
014192,20191231,2019,GANS,GAINSCO INC,434.3230,TX
014219,20191231,2019,BXS,BANCORPSOUTH BANK,1055.6930,MS
014219,20191231,2019,BXS,BANCORPSOUTH BANK,1055.6930,MS
014225,20191231,2019,FAST,FASTENAL CO,5333.7000,MN
014253,20191231,2019,WABC,WESTAMERICA BANCORPORATION,205.6570,CA
014253,20191231,2019,WABC,WESTAMERICA BANCORPORATION,205.6570,CA
014256,20190630,2019,MXIM,MAXIM INTEGRATED PRODUCTS,2314.3290,CA
014269,20191231,2019,HLF,HERBALIFE NUTRITION LTD,4877.1000,CA
014275,20191231,2019,FRC,FIRST REPUBLIC BANK,4115.6730,CA
014275,20191231,2019,FRC,FIRST REPUBLIC BANK,4156.6990,CA
014282,20191231,2019,APH,AMPHENOL CORP,8225.4000,CT
014304,20191231,2019,AKRXQ,AKORN INC,682.4290,IL
014309,20191231,2019,IPAR,INTER PARFUMS INC,713.5140,NY
014311,20191231,2019,PII,POLARIS INC,6782.5180,MN
014312,20200430,2019,EMLAF,EMPIRE CO LTD  -CL A,26605.7000,NS
014313,20191231,2019,OSB,NORBORD INC,1731.0000,ON
014320,20191231,2019,ICPT,INTERCEPT PHARMA INC,252.0020,NY
014326,20191231,2019,ONEXF,ONEX CORP,1433.2290,ON
014326,20191231,2019,ONEXF,ONEX CORP,1433.0000,ON
014330,20191231,2019,WFG,WEST FRSER TMBR CO LTD,4877.0000,BC
014333,20191231,2019,IGIFF,IGM FINANCIAL INC,3267.7530,MB
014333,20191231,2019,IGIFF,IGM FINANCIAL INC,3232.6060,MB
014352,20191231,2019,SNCAF,SNC-LAVALIN GROUP INC,9305.0670,QC
014353,20190831,2019,SJR,SHAW COMMUNICATIONS INC-CL B,5361.0000,AB
014359,20191231,2019,PXD,PIONEER NATURAL RESOURCES CO,9671.0000,TX
014369,20191231,2019,USM,US CELLULAR CORP,4022.0000,IL
014370,20191231,2019,MAN,MANPOWERGROUP,20863.5000,WI
014390,20191231,2019,FTS,FORTIS INC,8783.0000,NF
014391,20191231,2019,TAC,TRANSALTA CORP,2347.0000,AB
014394,20191231,2019,WCM.A,WILMINGTON CAP MGMT  -CL A,1.1200,AB
014401,20191231,2019,ITIC,INVESTORS TITLE CO,183.5020,NC
014401,20191231,2019,ITIC,INVESTORS TITLE CO,183.5020,NC
014403,20191231,2019,DX,DYNEX CAPITAL INC,164.4350,VA
014403,20191231,2019,DX,DYNEX CAPITAL INC,-22.4500,VA
014418,20191231,2019,MGM,MGM RESORTS INTERNATIONAL,12899.6720,NV
014433,20191231,2019,CDUAF,CANADIAN UTILITIES  -CL A,3905.0000,AB
014437,20191231,2019,ATE1,ATLANTIC CITY ELECTRIC CO,1240.0000,DE
014451,20191231,2019,QTXB,QUANTRX BIOMEDICAL CP,0.0000,OR
014477,20191231,2019,WM,WASTE MANAGEMENT INC,15455.0000,TX
014489,20200131,2019,DELL,DELL TECHNOLOGIES INC,92154.0000,TX
014501,20190930,2019,NUZE,NUZEE INC,1.7940,TX
014517,20191231,2019,TMXXF,TMX GROUP LTD,1168.0000,ON
014517,20191231,2019,TMXXF,TMX GROUP LTD,806.9000,ON
014535,20191231,2019,SSP,EW SCRIPPS  -CL A,1423.8360,OH
014551,20191231,2019,SAMG,SILVERCREST ASSET MGT,102.1520,NY
014561,20190630,2019,IIVI,II-VI INC,1362.4960,PA
014563,20191231,2019,MERC,MERCER INTL INC,1624.4110,BC
014567,20200131,2019,CLHRF,CORAL GOLD RESOURCES LTD,0.0000,BC
014580,20191231,2019,LNT1,WISCONSIN POWER & LIGHT,1475.7000,WI
014590,20191231,2019,FCX,FREEPORT-MCMORAN INC,14568.0000,AZ
014592,20191231,2019,AB,ALLIANCEBERNSTEIN HOLDING LP,266.2920,NY
014603,20200430,2019,CDMO,AVID BIOSERVICES INC,59.7020,CA
014624,20191231,2019,ODP,ODP CORP,10647.0000,FL
014639,20191231,2019,NEN,NEW ENGLAND REALTY ASSC  -LP,60.4780,MA
014790,20191231,2019,MTH,MERITAGE HOMES CORP,3666.9440,AZ
014793,20191231,2019,ARCH,ARCH RESOURCES INC,2294.3520,MO
014794,20191231,2019,CMT,CORE MOLDING TECHNOLOGIES,284.2900,OH
014822,20191231,2019,WRB,BERKLEY (W R) CORP,7833.0020,CT
014822,20191231,2019,WRB,BERKLEY (W R) CORP,7907.9430,CT
014824,20191231,2019,CINF,CINCINNATI FINANCIAL CORP,7924.0000,OH
014824,20191231,2019,CINF,CINCINNATI FINANCIAL CORP,7937.0000,OH
014828,20191231,2019,ORI,OLD REPUBLIC INTL CORP,7220.5000,IL
014828,20191231,2019,ORI,OLD REPUBLIC INTL CORP,7213.7000,IL
014865,20191231,2019,LFAP,LGBTQ LOYALTY HOLDINGS INC,0.0030,FL
014891,20191231,2019,MGPI,MGP INGREDIENTS INC,362.7450,KS
014898,20191231,2019,DDD,3D SYSTEMS CORP,629.0940,SC
014912,20191231,2019,EIX1,SOUTHERN CALIFORNIA EDISON,12306.0000,CA
014913,20200229,2019,AUSI,AURA SYSTEMS INC,0.8220,CA
014934,20191231,2019,DVN,DEVON ENERGY CORP,6220.0000,OK
014954,20190831,2019,LNN,LINDSAY CORP,444.0720,NE
014957,20190630,2019,AFTM,AFTERMASTER INC,0.9760,AZ
014960,20191231,2019,LH,LABORATORY CP OF AMER HLDGS,11554.8000,NC
014966,20191231,2019,VEGYF,VIRGINIA ENERGY RESOURCES,0.0000,BC
014983,20200430,2019,CSBR,CHAMPIONS ONCOLOGY INC,32.1230,NJ
014985,20191231,2019,VASO,VASO CORP,75.7460,NY
014999,20191231,2019,ACAVF,ACE AVIATION HOLDINGS INC,0.0000,QC
015000,20200331,2019,ADWPF,ANDREW PELLER LTD,382.3060,ON
015016,20191231,2019,PHXCF,PHOENIX CANADA OIL CO LTD,0.0000,ON
015020,20191231,2019,TMTNF,TOROMONT INDUSTRIES LTD,3678.7050,ON
015022,20191231,2019,CGRIF,CANADIAN GENERAL INVESTMENTS,18.5380,ON
015024,20200331,2019,UCPLF,UNITED CORPORATIONS LTD,47.8920,QC
015030,20190930,2019,CXA.,CONSOL HCI HOLDINGS  -CL B,0.0050,ON
015038,20191231,2019,IFSPF,INTERFOR CORP,1875.8210,BC
015042,20191231,2019,PKIUF,PARKLAND CORP,18453.0000,AB
015044,20200131,2019,WDAY,WORKDAY INC,3627.2060,CA
015050,20200331,2019,HERXF,HEROUX-DEVTEK INC,612.9960,QC
015055,20191231,2019,CNQ,CANADIAN NATURAL RESOURCES,22871.0000,AB
015059,20191231,2019,MODVF,MELCOR DEVELOPMENT LTD,209.3060,AB
015060,20191231,2019,CPE,CALLON PETROLEUM CO/DE,671.5720,TX
015070,20191231,2019,SU,SUNCOR ENERGY INC,38344.0000,AB
015082,20191231,2019,SVCTF,SENVEST CAPITAL INC,243.8670,QC
015083,20191031,2019,TCLAF,TRANSCONTINENTAL INC -CL A,3038.8000,QC
015087,20191231,2019,LWAY,LIFEWAY FOODS INC,93.6620,IL
015092,20191231,2019,9614B,CEC ENTERTAINMENT INC,912.8650,TX
015096,20200131,2019,WFICF,WALL FINANCIAL CORP,474.6010,BC
015098,20200430,2019,BCKMF,BECKER MILK CO LTD  -CL B,3.1740,ON
015101,20191231,2019,MFA,MFA FINANCIAL INC,792.6380,NY
015101,20191231,2019,MFA,MFA FINANCIAL INC,807.5830,NY
015111,20191231,2019,RPT,RPT REALTY,234.7030,NY
015111,20191231,2019,RPT,RPT REALTY,316.6930,NY
015136,20200331,2019,5672A,TOYOTA MOTOR CREDIT CORP,13284.0000,TX
015142,20191231,2019,STAR,ISTAR INC,521.3450,NY
015142,20191231,2019,STAR,ISTAR INC,945.8840,NY
015149,20191231,2019,MCBK,MADISON COUNTY FINANCIAL INC,21.6540,NE
015149,20191231,2019,MCBK,MADISON COUNTY FINANCIAL INC,21.6540,NE
015153,20191231,2019,AGM,FEDERAL AGRICULTURE MTG CP,666.0350,DC
015153,20191231,2019,AGM,FEDERAL AGRICULTURE MTG CP,666.0350,DC
015171,20191231,2019,5685B,OGLETHORPE POWER CORP,1430.2920,GA
015178,20191031,2019,VODG,VITRO DIAGNOSTICS INC,0.8830,CO
015199,20191231,2019,SRCE,1ST SOURCE CORP,384.0070,IN
015199,20191231,2019,SRCE,1ST SOURCE CORP,384.0070,IN
015201,20191231,2019,FTSSF,FIRST COBALT CORP,0.0000,ON
015208,20191231,2019,FMCC,FEDERAL HOME LOAN MORTG CORP,74924.0000,VA
015208,20191231,2019,FMCC,FEDERAL HOME LOAN MORTG CORP,75056.0000,VA
015211,20191231,2019,DREUF,DREAM INDUSTRIAL REIT,197.2410,ON
015212,20191231,2019,CAPL,CROSSAMERICA PARTNERS LP,2071.4250,PA
015240,20191231,2019,WWR,WESTWATER RESOURCES INC,0.0000,CO
015247,20191231,2019,VLO,VALERO ENERGY CORP,102729.0000,TX
015252,20191231,2019,TRS,TRIMAS CORP,723.5300,MI
015267,20191231,2019,IEX,IDEX CORP,2494.5730,IL
015305,20191231,2019,MCN1,MICHIGAN CONSOLIDATED GAS CO,1462.0000,MI
015337,20200229,2019,EMMS,EMMIS COMMUNICATIONS CP-CL A,39.7100,IN
015343,20191231,2019,MLI,MUELLER INDUSTRIES,2430.6160,TN
015350,20191231,2019,BPT,BP PRUDHOE BAY ROYALTY TRUST,48.9720,TX
015363,20191231,2019,TCF,TCF FINANCIAL CORP,2052.7930,MI
015363,20191231,2019,TCF,TCF FINANCIAL CORP,2052.7930,MI
015399,20191231,2019,PVVLF,PARTNERS VALUE INVMNTS LP,93.7620,ON
015399,20191231,2019,PVVLF,PARTNERS VALUE INVMNTS LP,99.9110,ON
015414,20190630,2019,TECH,BIO-TECHNE CORP,714.0060,MN
015417,20191231,2019,BRO,BROWN & BROWN INC,2392.1710,FL
015420,20200131,2019,AMBA,AMBARELLA INC,228.7320,CA
015448,20191231,2019,CIN3,DUKE ENERGY INDIANA INC,3004.0000,IN
015453,20191231,2019,HHHEF,37 CAPITAL INC,0.0000,BC
015459,20191231,2019,TG,TREDEGAR CORP,972.3580,VA
015481,20190930,2019,UBMRF,URBANIMMERSIVE INC,4.4540,QC
015489,20191231,2019,HGEN,HUMANIGEN INC,0.0000,CA
015539,20191231,2019,PRTK,PARATEK PHARMACEUTCLS INC,16.5440,MA
015543,20191231,2019,SRAX,SRAX INC,3.5840,CA
015580,20191031,2019,BMO,BANK OF MONTREAL,38581.0000,QC
015580,20191031,2019,BMO,BANK OF MONTREAL,38596.0000,QC
015581,20191031,2019,CM,CANADIAN IMPERIAL BANK,28453.0000,ON
015581,20191031,2019,CM,CANADIAN IMPERIAL BANK,28665.0000,ON
015582,20191031,2019,BNS,BANK OF NOVA SCOTIA,46122.0000,NS
015582,20191031,2019,BNS,BANK OF NOVA SCOTIA,45991.0000,NS
015607,20191231,2019,POFNF,POWER FINANCIAL CORP,47802.0000,QC
015607,20191231,2019,POFNF,POWER FINANCIAL CORP,48013.0000,QC
015620,20191031,2019,NTIOF,NATIONAL BANK CANADA,11880.0000,QC
015620,20191031,2019,NTIOF,NATIONAL BANK CANADA,11818.0000,QC
015633,20191031,2019,RY,ROYAL BANK OF CANADA,67510.0000,ON
015633,20191031,2019,RY,ROYAL BANK OF CANADA,66600.0000,ON
015704,20191231,2019,TRI,THOMSON-REUTERS CORP,5906.0000,ON
015706,20191031,2019,TD,TORONTO DOMINION BANK,57300.0000,ON
015706,20191031,2019,TD,TORONTO DOMINION BANK,56346.0000,ON
015824,20191231,2019,HGBL,HERITAGE GLOBAL INC,26.1680,CA
015855,20200331,2019,NLOK,NORTONLIFELOCK INC,2490.0000,AZ
016004,20190831,2019,PQEFF,PETROTEQ ENERGY INC,0.0780,CA
016005,20191231,2019,IVPAF,IVANHOE MINES LTD,0.0000,BC
016006,20190630,2019,MGPHF,MASON GRAPHITE INC,0.0000,QC
016009,20200131,2019,SPWH,SPORTSMANS WAREHOUSE HLDGS,886.4010,UT
016015,20191231,2019,QRHC,QUEST RESOURCE HOLDING CORP,98.9790,TX
016029,20191231,2019,TSCEF,TOSCANA ENERGY INCOME CORP,15.1850,AB
016041,20191231,2019,WLFFF,WOLFDEN RESOURCES CORP,0.0000,ON
016051,20191231,2019,8622B,ALLIANCEBERNSTEIN LP,3575.6370,NY
016058,20190831,2019,SCR,SCORE MEDIA AND GAMING INC,31.1210,ON
016066,20191231,2019,MRCC,MONROE CAPITAL CORP,68.1930,IL
016069,20200331,2019,INVU,INVESTVIEW INC,24.1830,NJ
016101,20191231,2019,ABBV,ABBVIE INC,33266.0000,IL
016113,20191231,2019,APAM,ARTISAN PARTNERS ASSET MGMT,798.9520,WI
016116,20191231,2019,CONE,CYRUSONE INC,981.3000,TX
016123,20200430,2019,GOE.,GOLDENEYE RESOURCES CORP,0.0000,BC
016125,20191231,2019,GMRE,GLOBAL MEDICAL REIT,70.7260,MD
016149,20191231,2019,OFS,OFS CAPITAL CORP,52.5210,IL
016150,20191231,2019,SCM,STELLUS CAPITAL INVESTMENT,58.9120,TX
016188,20191231,2019,CGNX,COGNEX CORP,725.6250,MA
016225,20191231,2019,WES,WESTERN MIDSTRM PRTNRS LP,2746.1740,TX
016245,20191231,2019,PBCT,PEOPLE'S UNITED FINL INC,2304.6000,CT
016245,20191231,2019,PBCT,PEOPLE'S UNITED FINL INC,2304.6000,CT
016269,20190930,2019,ENTA,ENANTA PHARMACEUTICALS INC,205.1970,MA
016271,20191231,2019,SABK,SOUTH ATLANTIC BANCSHARES,37.1030,SC
016271,20191231,2019,SABK,SOUTH ATLANTIC BANCSHARES,37.1030,SC
016384,20191231,2019,VOYA,VOYA FINANCIAL INC,7476.0000,NY
016401,20200331,2019,CRUS,CIRRUS LOGIC INC,1281.1240,TX
016426,20191231,2019,ELFIF,E-L FINANCIAL CORP LTD,2930.0930,ON
016426,20191231,2019,ELFIF,E-L FINANCIAL CORP LTD,2906.5410,ON
016428,20191231,2019,FRFHF,FAIRFAX FINANCIAL HOLDINGS,27980.5290,ON
016428,20191231,2019,FRFHF,FAIRFAX FINANCIAL HOLDINGS,21363.2000,ON
016431,20191231,2019,GWLIF,GREAT-WEST LIFECO INC,44864.0000,MB
016431,20191231,2019,GWLIF,GREAT-WEST LIFECO INC,44673.0000,MB
016432,20191031,2019,LRCDF,LAURENTIAN BANK OF CANADA,1838.4810,QC
016432,20191031,2019,LRCDF,LAURENTIAN BANK OF CANADA,1838.4810,QC
016453,20200531,2019,NEOG,NEOGEN CORP,418.1710,MI
016456,20191231,2019,HNGR,HANGER INC,1098.0460,TX
016466,20190630,2019,AGAUF,ARIZONA GOLD CORP,0.0000,ON
016476,20191130,2019,LEVI,LEVI STRAUSS & CO,5763.0870,CA
016477,20191231,2019,LEA,LEAR CORP,19810.3000,MI
016478,20191231,2019,EOG,EOG RESOURCES INC,17122.0020,TX
016480,20191231,2019,RSPI,RESPIRERX PHARMACEUTICALS,0.0000,NJ
016486,20191231,2019,BCC,BOISE CASCADE CO,4643.4040,ID
016500,20191231,2019,RCO.UN,MIDDLEFIELD CAN-GLOBAL REIT,0.9100,ON
016521,20191231,2019,VREYF,TORC OIL & GAS LTD,481.0150,AB
016528,20191231,2019,EFRTF,NEXUS REIT,66.7770,AB
016531,20191231,2019,ZIXI,ZIX CORP,173.4280,TX
016535,20191231,2019,PRLX,PARALLAX HEALTH SCIENCES INC,0.1290,CA
016549,20191231,2019,SFBS,SERVISFIRST BANCSHARES INC,414.7850,AL
016549,20191231,2019,SFBS,SERVISFIRST BANCSHARES INC,414.7850,AL
016564,20190930,2019,WSCO,WALL STREET MEDIA CO,0.0900,FL
016582,20191231,2019,NTR,NUTRIEN LTD,20023.0000,SK
016597,20191231,2019,LSCC,LATTICE SEMICONDUCTOR CORP,404.0930,OR
016608,20191231,2019,WHF,WHITEHORSE FINANCE INC,67.0730,FL
016611,20191231,2019,POTRF,SOPERIOR FERTILIZER CORP,0.0000,ON
016641,20191231,2019,ATAX,AMERICA FIRST MULTIFAMILY-LP,62.3180,NE
016648,20191231,2019,ADSW,ADVANCED DISPOSAL SERVICES,1623.0000,FL
016653,20191231,2019,TMHC,TAYLOR MORRISON HOME CORP,4762.0590,AZ
016668,20191231,2019,AROW,ARROW FINANCIAL CORP,138.3140,NY
016668,20191231,2019,AROW,ARROW FINANCIAL CORP,138.3140,NY
016671,20191231,2019,AAME,ATLANTIC AMERICAN CORP,198.1790,GA
016689,20190630,2019,NBN,NORTHEAST BANK,87.9460,ME
016689,20190630,2019,NBN,NORTHEAST BANK,87.9460,ME
016698,20191231,2019,BMTC,BRYN MAWR BANK CORP,275.5730,PA
016698,20191231,2019,BMTC,BRYN MAWR BANK CORP,275.5730,PA
016700,20191231,2019,RESI,FRONT YARD RESIDENTIAL CORP,207.0100,VI
016705,20191231,2019,CPF,CENTRAL PACIFIC FINANCIAL CP,258.1840,HI
016705,20191231,2019,CPF,CENTRAL PACIFIC FINANCIAL CP,257.4290,HI
016710,20190930,2019,DGII,DIGI INTERNATIONAL INC,254.2030,MN
016714,20191231,2019,DGICA,DONEGAL GROUP INC,812.1570,PA
016714,20191231,2019,DGICA,DONEGAL GROUP INC,815.4460,PA
016719,20191231,2019,BSTG,BIOSTAGE INC,0.0000,MA
016720,20191231,2019,AAMC,ALTISOURCE ASSET MGMT CORP,15.7620,VI
016720,20191231,2019,AAMC,ALTISOURCE ASSET MGMT CORP,22.5120,VI
016721,20200331,2019,EA,ELECTRONIC ARTS INC,5537.0000,CA
016725,20191231,2019,KPTSF,KP TISSUE INC,0.0000,ON
016738,20191231,2019,HMHC,HOUGHTON MIFFLIN HARCOURT CO,1390.6740,MA
016748,20191231,2019,CNBKA,CENTURY BANCORP INC/MA,177.5380,MA
016748,20191231,2019,CNBKA,CENTURY BANCORP INC/MA,177.5380,MA
016775,20191231,2019,CIA,CITIZENS INC,245.0450,TX
016775,20191231,2019,CIA,CITIZENS INC,246.8740,TX
016777,20191231,2019,FBNC,FIRST BANCORP/NC,308.6970,NC
016777,20191231,2019,FBNC,FIRST BANCORP/NC,308.6970,NC
016781,20191231,2019,CHCO,CITY HOLDING CO,265.4900,WV
016781,20191231,2019,CHCO,CITY HOLDING CO,265.4900,WV
016790,20191231,2019,CBU,COMMUNITY BANK SYSTEM INC,616.3460,NY
016790,20191231,2019,CBU,COMMUNITY BANK SYSTEM INC,616.3460,NY
016821,20191231,2019,FBP,FIRST BANCORP P R,761.5900,PR
016821,20191231,2019,FBP,FIRST BANCORP P R,761.5900,PR
016832,20191231,2019,GBCI,GLACIER BANCORP INC,676.9510,MT
016832,20191231,2019,GBCI,GLACIER BANCORP INC,676.9510,MT
016845,20191231,2019,FRME,FIRST MERCHANTS CORP,552.0930,IN
016845,20191231,2019,FRME,FIRST MERCHANTS CORP,552.0930,IN
016848,20191231,2019,TVTX,TRAVERE THERAPEUTICS INC,175.3380,CA
016884,20191231,2019,LFT,LUMENT FINANCE TRUST INC,39.0570,NY
016886,20191231,2019,BFYT,BENEFYTT TECHNOLOGIES INC,381.8080,FL
016886,20191231,2019,BFYT,BENEFYTT TECHNOLOGIES INC,381.8080,FL
016889,20191231,2019,INDB,INDEPENDENT BANK CORP/MA,560.4120,MA
016889,20191231,2019,INDB,INDEPENDENT BANK CORP/MA,560.4120,MA
016890,20191231,2019,IBCP,INDEPENDENT BANK CORP/MI,196.6640,MI
016890,20191231,2019,IBCP,INDEPENDENT BANK CORP/MI,196.6640,MI
016909,20191231,2019,SLTTF,SLATE OFFICE REIT,219.6910,ON
016947,20191231,2019,ATNM,ACTINIUM PHARMACEUTICALS INC,0.0000,NY
016957,20190930,2019,HARL,HARLEYSVILLE FINANCIAL CORP,34.7070,PA
016957,20190930,2019,HARL,HARLEYSVILLE FINANCIAL CORP,34.7070,PA
016967,20191231,2019,HIFS,HINGHAM INSTN FOR SAVINGS,115.7800,MA
016967,20191231,2019,HIFS,HINGHAM INSTN FOR SAVINGS,115.7800,MA
016972,20191231,2019,ANY,SPHERE 3D CORP,5.5790,ON
016976,20191231,2019,MXLGF,MX GOLD CORP,0.0000,MB
016981,20191231,2019,OFG,OFG BANCORP,454.9700,PR
016981,20191231,2019,OFG,OFG BANCORP,454.9700,PR
016989,20191231,2019,PEBK,PEOPLES BANCORP NC INC,67.3400,NC
016989,20191231,2019,PEBK,PEOPLES BANCORP NC INC,67.3400,NC
017001,20191231,2019,FUBO,FUBOTV INC,4.2710,NY
017010,20191231,2019,LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,7794.0000,CO
017012,20191231,2019,XONE,EXONE CO,53.2760,PA
017035,20191231,2019,MCY,MERCURY GENERAL CORP,3983.0180,CA
017035,20191231,2019,MCY,MERCURY GENERAL CORP,3978.1230,CA
017041,20191231,2019,AMXEF,AMEX EXPLORATION INC,0.0000,QC
017072,20191231,2019,NSEC,NATIONAL SEC GROUP INC,67.3990,AL
017073,20191231,2019,NWLI,NATIONAL WESTERN LIFE GROUP,819.1880,TX
017073,20191231,2019,NWLI,NATIONAL WESTERN LIFE GROUP,822.4400,TX
017095,20191231,2019,ONB,OLD NATIONAL BANCORP,929.7040,IN
017095,20191231,2019,ONB,OLD NATIONAL BANCORP,929.7040,IN
017101,20191231,2019,IMGN,IMMUNOGEN INC,82.2710,MA
017106,20191231,2019,PEBO,PEOPLES BANCORP INC/OH,234.3690,OH
017106,20191231,2019,PEBO,PEOPLES BANCORP INC/OH,234.3690,OH
017115,20191231,2019,SIGI,SELECTIVE INS GROUP INC,2827.7130,NJ
017115,20191231,2019,SIGI,SELECTIVE INS GROUP INC,2859.6300,NJ
017120,20191231,2019,SIVB,SVB FINANCIAL GROUP,3539.8470,CA
017120,20191231,2019,SIVB,SVB FINANCIAL GROUP,3539.8470,CA
017130,20191231,2019,STD2,SANTANDER HOLDINGS USA INC,12379.3120,MA
017130,20191231,2019,STD2,SANTANDER HOLDINGS USA INC,12379.3120,MA
017131,20191231,2019,IHC,INDEPENDENCE HOLDING CO,377.0930,CT
017131,20191231,2019,IHC,INDEPENDENCE HOLDING CO,378.5110,CT
017132,20191231,2019,WSFS,WSFS FINANCIAL CORP,709.2010,DE
017132,20191231,2019,WSFS,WSFS FINANCIAL CORP,709.2010,DE
017145,20190930,2019,WAFD,WASHINGTON FEDERAL INC,734.5940,WA
017145,20190930,2019,WAFD,WASHINGTON FEDERAL INC,734.5940,WA
017150,20191231,2019,WBS,WEBSTER FINANCIAL CORP,1439.8980,CT
017150,20191231,2019,WBS,WEBSTER FINANCIAL CORP,1439.8980,CT
017151,20191231,2019,WSBC,WESBANCO INC,600.9690,WV
017151,20191231,2019,WSBC,WESBANCO INC,600.9690,WV
017161,20191231,2019,GAYGF,GALWAY GOLD INC,0.0000,ON
017173,20191231,2019,ACNB,ACNB CORP,87.7270,PA
017173,20191231,2019,ACNB,ACNB CORP,87.7270,PA
017175,20190630,2019,KTRA,KINTARA THERAPEUTICS INC,0.0000,CA
017180,20191231,2019,SNFCA,SECURITY NATL FINL CP  -CL A,283.0610,UT
017184,20191231,2019,SBCF,SEACOAST BANKING CORP/FL,346.5550,FL
017184,20191231,2019,SBCF,SEACOAST BANKING CORP/FL,346.5550,FL
017185,20191231,2019,XXII,22ND CENTURY GROUP INC,25.8330,NY
017192,20191231,2019,CMAUF,CHIBOUGAMAU INDEPENDNT MINES,0.0000,QC
017195,20191231,2019,FFBC,FIRST FINL BANCORP INC/OH,738.9510,OH
017195,20191231,2019,FFBC,FIRST FINL BANCORP INC/OH,731.2120,OH
017197,20191231,2019,GM2,GENERAL MOTORS FINL CO INC,14554.0000,TX
017197,20191231,2019,GM2,GENERAL MOTORS FINL CO INC,14720.0000,TX
017199,20191231,2019,BLFS,BIOLIFE SOLUTIONS INC,27.3710,WA
017217,20191231,2019,ISEYF,WI2WI CORP,13.4490,CA
017222,20191231,2019,ADKT,ADIRONDACK TRUST CO,63.2000,NY
017222,20191231,2019,ADKT,ADIRONDACK TRUST CO,63.2000,NY
017228,20191231,2019,TALO,TALOS ENERGY INC,927.6200,TX
017240,20191231,2019,TMP,TOMPKINS FINANCIAL CORP,336.8110,NY
017240,20191231,2019,TMP,TOMPKINS FINANCIAL CORP,336.8110,NY
017245,20191231,2019,TRST,TRUSTCO BANK CORP/NY,210.7190,NY
017245,20191231,2019,TRST,TRUSTCO BANK CORP/NY,210.7190,NY
017248,20191231,2019,UBSI,UNITED BANKSHARES INC/WV,910.7460,WV
017248,20191231,2019,UBSI,UNITED BANKSHARES INC/WV,910.7460,WV
017252,20191231,2019,UFCS,UNITED FIRE GROUP INC,1201.1650,IA
017252,20191231,2019,UFCS,UNITED FIRE GROUP INC,1208.1460,IA
017269,20191231,2019,ASRV,AMERISERV FINANCIAL INC/PA,65.0400,PA
017269,20191231,2019,ASRV,AMERISERV FINANCIAL INC/PA,65.0400,PA
017277,20191231,2019,NVEE,NV5 GLOBAL INC,508.9380,FL
017285,20191231,2019,CWGL,CRIMSON WINE GROUP LTD,67.1350,CA
017306,20191231,2019,PFSI,PENNYMAC FINANCIAL SERVICES,1689.3830,CA
017341,20191231,2019,ARTNA,ARTESIAN RESOURCES  -CL A,83.5950,DE
017349,20191031,2019,SKKY,SKKYNET CLOUD SYSTEMS INC,1.3670,ON
017350,20191231,2019,TTPH,TETRAPHASE PHARMACEUTICALS,7.3760,MA
017367,20191231,2019,AMNB,AMERICAN NATL BANKSHARES,108.0250,VA
017367,20191231,2019,AMNB,AMERICAN NATL BANKSHARES,108.0250,VA
017376,20191231,2019,MRIN,MARIN SOFTWARE INC,49.0360,CA
017380,20191231,2019,AHOTF,AMERICAN HOTEL INCM PROP LP,269.5600,BC
017384,20190930,2019,BYAGF,BANYAN GOLD CORP,0.0000,BC
017386,20191231,2019,SPVNF,SPECTRA7 MICROSYSTEMS INC,4.6450,CA
017438,20191231,2019,BDGE,BRIDGE BANCORP INC,206.9280,NY
017438,20191231,2019,BDGE,BRIDGE BANCORP INC,206.9280,NY
017449,20191231,2019,KELTF,KELT EXPLORATION LTD,375.0550,AB
017451,20191231,2019,IBTX,INDEPENDENT BK GRP INC,728.2400,TX
017451,20191231,2019,IBTX,INDEPENDENT BK GRP INC,728.2400,TX
017491,20200531,2019,CMXC,CELL MEDX CORP,0.0960,NV
017494,20200131,2019,MMMB,MAMAMANCINI'S HOLDINGS INC,34.8370,NJ
017498,20191231,2019,CMRX,CHIMERIX INC,12.5190,NC
017515,20190831,2019,GKPRF,GATEKEEPER SYSTEMS INC,13.7260,BC
017534,20191231,2019,CCNE,CNB FINANCIAL CORP/PA,181.7030,PA
017534,20191231,2019,CCNE,CNB FINANCIAL CORP/PA,181.7030,PA
