gvkey,datadate,fyear,tic,revt,sic
174312,20191231,2019,RHNO,181.0360,1220
174314,20190630,2019,WLDBF,439.8000,7812
174325,20190930,2019,OREAF,0.0000,1000
174329,20191231,2019,MBGNF,0.0000,2835
174361,20191231,2019,EEYUF,141.1330,1382
174368,20191231,2019,SAENF,2.2040,4991
174376,20190831,2019,OPSSF,32.7510,3670
174389,20191231,2019,EHTH,506.2010,6411
174390,20191231,2019,LMAT,117.2320,3841
174395,20191231,2019,DALXF,1.6490,1311
174428,20191231,2019,INFU,81.1150,8090
174449,20191231,2019,ESXB,70.8030,6020
174490,20191231,2019,WINMQ,5115.4000,4813
174541,20191231,2019,INWK,1157.8340,7389
174637,20191231,2019,ICFI,1478.5250,8742
174647,20191231,2019,GTS,3375.5860,6324
174647,20191231,2019,GTS,3375.5860,6324
174700,20191231,2019,GSL,261.1020,4400
174729,20191231,2019,TNL,4043.0000,6531
174729,20191231,2019,TNL,4076.0000,6531
174738,20190430,2018,MLFB,0.0020,7900
174744,20191231,2019,EVR,2028.8370,6200
174744,20191231,2019,EVR,2039.8330,6200
175004,20191231,2019,ORBC,272.0130,4899
175006,20191231,2019,HRST,113.8200,1311
175007,20191231,2019,ALGT,1840.9650,4512
175008,20191231,2019,FOLD,182.2370,2836
175012,20191231,2019,BKUCF,0.0000,1090
175055,20191231,2019,HIL,376.4370,8741
175071,20190831,2019,ENRT,0.0000,1400
175078,20191231,2019,CFPUF,1087.9000,2400
175079,20191231,2019,CBPO,503.7450,2836
175083,20191231,2019,NECB,57.4990,6036
175083,20191231,2019,NECB,57.4990,6036
175110,20191231,2019,AYR,862.0490,7359
175134,20190331,2018,MDFZF,3.6970,3845
175230,20191231,2019,ARMZF,293.3930,1040
175233,20191231,2019,HZNOF.1,458.0960,1389
175236,20191231,2019,ALO,111.5410,1040
175263,20191231,2019,WU,5292.1000,6099
175263,20191231,2019,WU,5306.9000,6099
175264,20190331,2018,WNS,809.1200,7374
175269,20191231,2019,CELH,75.1470,2086
175271,20191231,2019,SNMP,76.6490,4610
175299,20191231,2019,DLPN,25.0020,8700
175304,20191231,2019,WHYRF,0.0000,1000
175307,20191231,2019,DEI,955.2580,6798
175307,20191231,2019,DEI,959.0400,6798
175315,20190930,2019,KHRIF,0.0000,6799
175319,20191231,2019,HBI,6966.9230,2300
175342,20191231,2019,TAOP,13.7910,7373
175404,20191231,2019,FSLR,3063.1170,3674
175407,20191231,2019,PIRGF,121.5980,1040
175424,20190331,2018,SNOA,18.9700,2834
175442,20190531,2018,EDU,3096.4910,8200
175449,20191231,2019,ARBV,33.5260,6020
175449,20191231,2019,ARBV,33.5260,6020
175472,20190630,2019,SNDD,0.1290,2834
175490,20191231,2019,YTEN,0.8060,2836
175493,20191231,2019,ACKRF,0.0000,1000
175495,20191231,2019,TIGCF,0.0000,1040
175503,20191231,2019,GORO,135.3660,1040
175507,20191231,2019,MIMZF,0.0000,1040
175523,20191231,2019,GSAT,131.7180,4899
175527,20191231,2019,PCQRF,0.0000,1311
175532,20191231,2019,WCRS,116.9140,5990
175533,20191231,2019,INFI,3.0490,2834
175548,20191231,2019,NEGXF,9.5400,6411
175557,20190331,2018,MAYGF,0.0000,1040
175560,20191231,2019,PRRWF,244.2590,6500
175590,20190930,2019,PLUUF,0.0000,1090
175595,20190930,2019,GSPE,0.0000,1311
175606,20191231,2019,DAC,447.2440,4412
175607,20191231,2019,SONA,133.1100,6020
175607,20191231,2019,SONA,133.1100,6020
175616,20191231,2019,BDIMF,185.9360,1389
175649,20191231,2019,ISCO,9.4720,2836
175654,20191231,2019,WLDN,443.0990,8711
175662,20190430,2018,INCAF,46.4700,1040
175674,20191231,2019,COHN,49.6660,6211
175674,20191231,2019,COHN,49.3030,6211
175686,20191231,2019,PRIM,3106.3290,1623
175689,20191231,2019,AWI,1038.1000,3290
175798,20191231,2019,LFBCF,19.5320,6199
175900,20190930,2019,SBH,3876.4110,5990
175908,20191231,2019,WFCF,20.7750,7370
175955,20191231,2019,IPGP,1314.5810,3674
175966,20191231,2019,CPRX,102.3060,2834
175982,20191231,2019,CSIQ,3200.5830,3674
176007,20191231,2019,ZCRMF,0.0000,1000
176017,20191231,2019,ATHX,5.6330,2836
176018,20190630,2019,HQDA,0.4780,4700
176021,20191231,2019,ALLT,110.1000,3576
176022,20191231,2019,EBS,1106.0000,2836
176035,20191231,2019,NLST,26.1030,3674
176082,20191031,2019,PBSV,19.5070,8742
176083,20190331,2018,AERO,34.3660,3990
176092,20191231,2019,AER,4694.7110,7359
176103,20191231,2019,NOA,719.0670,1389
176105,20190430,2018,CNDPF,0.0000,1311
176119,20190228,2018,MLNLF,0.0000,1000
176133,20190430,2018,MAKOF,10.5690,1000
176152,20191231,2019,OMAB,452.0900,4581
176161,20190630,2019,CHHE,9.2750,2834
176169,20191231,2019,KNDI,135.7410,3714
176180,20191231,2019,ICOTF,0.0000,2834
176198,20191231,2019,IGXT,0.7420,2834
176229,20191231,2019,SNCA,0.0150,2836
176234,20191231,2019,CTT,17.4420,6798
176247,20191231,2019,AIMC,1834.1000,3560
176249,20191231,2019,TAST,1462.7650,5812
176251,20191231,2019,III,265.7630,7374
176256,20191231,2019,PTMN,21.6350,6797
176256,20191231,2019,PTMN,11.9970,6797
176259,20191231,2019,TOO,1268.0000,4412
176260,20191231,2019,MLCO,5736.8010,7990
176304,20191231,2019,FFHL,48.2090,3081
176327,20190731,2019,TOGL,5.8880,7370
176340,20190731,2019,CTMUF,0.0040,1000
176343,20191231,2019,CLNE,344.0650,5500
176346,20191231,2019,PFIE,38.9810,3533
176350,20191231,2019,MSBF,25.5290,6035
176350,20191231,2019,MSBF,25.5290,6035
176351,20190630,2019,ORIT,160.5130,6035
176351,20190630,2019,ORIT,160.5130,6035
176362,20190430,2018,AVAV,314.2740,3721
176363,20191231,2019,MLNX,1330.5760,3674
176368,20191231,2019,ECRFF,0.0000,1040
176378,20191231,2019,REED,33.8200,2086
176380,20191231,2019,UWEFF,0.0000,1090
176471,20190331,2018,ALXXF,32.0810,7380
176503,20191231,2019,UEEC,0.0050,3842
176523,20191231,2019,NCMI,444.8000,7310
176567,20190630,2019,SMCI,3500.3600,3570
176572,20190630,2019,AVNW,243.8580,3663
176578,20191231,2019,HREEF,0.0000,1090
176591,20191231,2019,EIG,835.9000,6331
176591,20191231,2019,EIG,840.5000,6331
176593,20191231,2019,PRTS,280.6570,5961
176602,20191231,2019,ESGR,2573.1110,6331
176636,20191231,2019,HROW,51.1650,2834
176647,20190930,2019,CMO.H,0.0000,1000
176652,20191231,2019,CELJF,1073.4850,4812
176653,20191231,2019,VNCKF,0.5980,1000
176670,20190630,2019,ARAY,418.7850,3845
176692,20190630,2019,IPIX,0.0000,2836
176701,20191231,2019,IBKR,2580.0000,6211
176701,20191231,2019,IBKR,2580.0000,6211
176703,20190930,2019,ESSA,75.9160,6036
176703,20190930,2019,ESSA,75.9160,6036
176725,20191231,2019,BBDC,75.6480,6797
176725,20191231,2019,BBDC,104.9430,6797
176751,20191231,2019,GRCAF,0.0000,1000
176760,20191231,2019,UFS,5220.0000,2621
176766,20190930,2019,TFSL,502.5510,6035
176766,20190930,2019,TFSL,502.5510,6035
176768,20190930,2019,BLIN,9.9520,7370
176782,20191231,2019,GLUU,411.3810,7372
176786,20190831,2019,CRECF,0.0000,1040
176814,20191031,2019,TOBAF,0.0000,1311
176828,20191231,2019,CARE,175.8020,6020
176828,20191231,2019,CARE,175.8020,6020
176832,20191231,2019,WMK.,4.4460,3290
176840,20191231,2019,REI,195.7030,1311
176854,20190930,2019,MIDLF,0.0340,1040
176867,20191231,2019,ITP,117.6150,2621
176874,20191231,2019,SUMR,173.1810,3990
176899,20191231,2019,SD,266.8450,1311
176914,20191231,2019,CQP,6838.0000,5171
176928,20190630,2019,BR,4362.2000,7373
176973,20191231,2019,GLRE,491.3970,6331
176973,20191231,2019,GLRE,542.9510,6331
176992,20191231,2019,DMAC,0.0000,2836
176999,20190228,2018,SAR,47.7070,6797
177009,20191231,2019,FRBA,88.1650,6020
177009,20191231,2019,FRBA,88.1650,6020
177044,20190630,2019,SGOZF,0.0000,1040
177058,20191231,2019,SPCB,16.4750,7373
177067,20191231,2019,CPLP,108.3740,4412
177088,20191231,2019,BX,7338.2700,6282
177088,20191231,2019,BX,7621.0990,6282
177108,20191231,2019,CNK,3283.0990,7830
177109,20191231,2019,CAI,416.5400,7359
177111,20191231,2019,TTGT,133.9570,7370
177179,20191231,2019,CBMG,0.3400,2836
177182,20191231,2019,OPNT,40.5200,2834
177190,20191231,2019,AVOI,0.0000,7372
177211,20191231,2019,LCS.,4.0430,6199
177216,20190930,2019,PNNT,112.1070,6797
177216,20190930,2019,PNNT,83.4340,6797
177227,20191231,2019,PODD,738.2000,3845
177228,20191231,2019,NBY,6.5990,2834
177255,20191231,2019,JMP,113.9150,6211
177255,20191231,2019,JMP,118.1190,6211
177257,20191231,2019,INFN,1298.8650,3576
177267,20190930,2019,TEL,13448.0000,3678
177281,20190630,2019,CVAT,1.0900,3559
177287,20191231,2019,JAZZ,2161.7610,2834
177315,20191231,2019,LLNW,200.6340,7370
177340,20191231,2019,ATV,37.4840,5961
177367,20191231,2019,CDXC,46.2910,2833
177374,20191130,2019,SHCMF,0.0000,1000
177376,20191231,2019,DFS,13989.0000,6141
177376,20191231,2019,DFS,13989.0000,6141
177394,20190331,2018,PGPXF,0.0000,1389
177425,20190430,2018,NHAWF,0.0000,1040
177426,20191231,2019,POETF,0.0000,3674
177473,20191231,2019,SBN.,0.5530,6020
177506,20191231,2019,PDPYF,232.3420,1311
177528,20191231,2019,TSSI,32.7790,8741
177550,20191231,2019,FRO.UN,10.9470,6798
177551,20190331,2018,URGYF,0.0000,1090
177565,20190831,2019,PPLXF,162.4940,8742
177601,20191031,2019,SVBL,0.0000,1000
177602,20191231,2019,GLGLF,10.1500,2090
177618,20190228,2018,VDMRF,0.0000,1000
177637,20191231,2019,AMC,5471.0000,7830
177640,20191231,2019,TIPT,765.1300,6331
177640,20191231,2019,TIPT,766.8320,6331
177646,20191231,2019,FISB,27.0050,6020
177646,20191231,2019,FISB,27.0050,6020
177701,20191231,2019,TLLYF,693.9270,4812
177734,20190630,2019,CSCW,43.6520,3270
177744,20191231,2019,PRO,250.3340,7370
177764,20191231,2019,SYN,0.0000,2834
177779,20191231,2019,TRAGF,48.4370,4899
177780,20191231,2019,SCOR,388.6450,7370
177782,20191231,2019,BKCC,78.1190,6797
177782,20191231,2019,BKCC,28.9890,6797
177798,20191231,2019,VDO.H,0.0000,1000
177812,20191231,2019,CPPMF,288.4600,1000
177856,20191231,2019,QNTO,19.0640,6035
177856,20191231,2019,QNTO,19.0640,6035
177871,20190331,2018,VRTU,1247.8630,7370
177875,20191231,2019,GVMUF,184.7900,2711
177879,20191031,2019,BLKLF,33.2710,3812
177881,20191231,2019,MASI,937.8370,3845
177884,20191231,2019,CXO,4592.0000,1311
177887,20191231,2019,CROJF,0.0000,1000
177889,20191031,2019,SRBCF,0.1360,2836
177900,20190630,2019,PRED,43.4940,2836
177925,20191231,2019,WBC,3421.4000,3714
177926,20190131,2018,TCRRF,0.0000,1311
177942,20190731,2019,VGMIF,0.0000,1040
177943,20191231,2019,DHX,149.3700,7361
177945,20191231,2019,BKEP,371.0700,4610
177966,20191231,2019,ALSN,2698.0000,3714
177969,20190331,2018,MXSG,0.0000,1040
177975,20191231,2019,ZAGG,521.9220,3231
177981,20191231,2019,SINT,0.6890,3842
177983,20191231,2019,G,3520.5430,7374
177992,20190228,2018,BIOAF,1.4220,2835
178015,20190131,2018,LULU,3288.3190,2300
178029,20191231,2019,ZTR.H,0.0000,1311
178037,20191231,2019,RYOOF,0.0000,1000
178073,20191231,2019,RILY,652.1120,7389
178081,20191231,2019,MELI,2296.3140,7370
178083,20190131,2018,VMW,8974.0000,7373
178084,20191231,2019,CZZ,5127.6860,5172
178085,20190228,2018,RBMNF,0.0000,1000
178091,20191130,2019,TDBSF,1.9830,6199
178094,20191231,2019,XRESF,0.0000,1000
178097,20191231,2019,CPIX,47.5340,2834
178118,20191231,2019,SBFM,0.0210,2836
178147,20190228,2018,FTMR,0.0000,1311
178148,20191231,2019,SAND,89.4340,1040
178153,20191231,2019,NEON,6.6460,3663
178157,20191231,2019,MDXG,299.2550,2836
178175,20191231,2019,FSBC,14.9840,6036
178175,20191231,2019,FSBC,14.9840,6036
178186,20190228,2018,ZZZOF,0.0000,1040
178194,20191231,2019,OSNDF,0.8720,6199
178236,20191231,2019,CEQXF,48.7410,1311
178290,20191231,2019,GNGXF,0.0000,1040
178291,20191231,2019,LIXT,0.0000,2836
178298,20191231,2019,GNTOF,0.0000,9995
178310,20191231,2019,TDC,1899.0000,7370
178327,20191231,2019,CXDC,1448.2050,2821
178348,20191231,2019,ILATF,14.9340,7373
178353,20190331,2018,GTARF,0.0000,1040
178371,20191231,2019,MHLD,589.7310,6331
178371,20191231,2019,MHLD,578.7620,6331
178377,20191231,2019,SPI,97.8830,3620
178384,20191231,2019,ARNGF,348.7550,1040
178387,20191231,2019,OMTK,0.9640,3714
178401,20191231,2019,AVCVF,0.0000,9995
178403,20191231,2019,SHIP,86.4990,4412
178405,20191231,2019,FLY,465.0170,7359
178413,20191231,2019,FTLF,19.4970,2834
178482,20190430,2018,GSUXF,0.0000,1040
178494,20191231,2019,MARK,5.0200,7370
178507,20191231,2019,MSCI,1557.7960,6282
178513,20190731,2019,THCT,0.0000,3821
178519,20191231,2019,LPLA,5624.8560,6211
178529,20191231,2019,MAIN,243.3730,6797
178529,20191231,2019,MAIN,222.5070,6797
178539,20191231,2019,ROIC,295.0400,6798
178539,20191231,2019,ROIC,308.2150,6798
178545,20191231,2019,FFNW,63.7610,6020
178545,20191231,2019,FFNW,63.7610,6020
178552,20191231,2019,TGH,707.4810,7359
178578,20191231,2019,3SPKMF,-1.2140,7812
178644,20190331,2018,TPCS,16.7030,3490
178655,20191231,2019,KALO,0.0000,7372
178657,20190430,2018,EVXXF,0.0000,1000
178672,20191231,2019,CVI,6364.0000,2911
178674,20191231,2019,EPSN,26.6900,1311
178675,20191231,2019,DNGDF,132.9450,1040
178703,20191231,2019,PZN,150.7460,6282
178703,20191231,2019,PZN,156.4010,6282
178704,20190131,2018,ULTA,6716.6150,5990
178719,20191231,2019,RDLCF,30.6870,3663
178720,20190630,2019,AGSVF,0.0000,1040
178726,20191231,2019,BTBIF,94.0770,6798
178734,20191031,2019,BVLDF,0.0000,1000
178735,20191231,2019,GPHOF,0.0000,1400
178741,20191231,2019,BCOMF,2584.9930,4813
178749,20190731,2019,AVLIF,0.0000,1000
178750,20191231,2019,FANH,532.2420,6411
178796,20191231,2019,ANTE,26.0220,7310
178797,20191231,2019,APEI,286.2700,8200
178803,20191231,2019,ENSG,2036.5240,8051
178806,20191231,2019,LL,1092.6020,5211
178814,20191231,2019,SCU,597.3460,6282
178823,20191231,2019,UIHC,825.1160,6331
178823,20191231,2019,UIHC,826.3190,6331
178834,20191231,2019,NFBK,179.9510,6035
178834,20191231,2019,NFBK,179.9510,6035
178847,20191231,2019,RSLS,15.0890,3845
178851,20191231,2019,NES,168.2380,1389
178862,20191231,2019,CIM,1791.1040,6798
178862,20191231,2019,CIM,1285.8930,6798
178865,20191231,2019,RBCN,3.5260,3674
178874,20191231,2019,ORLA,0.0000,1040
178875,20191231,2019,SVAUF,134.9630,6510
178877,20191231,2019,NMM,219.3790,4412
178905,20191231,2019,FRCGF,1.1710,6199
178906,20191231,2019,AEHL,47.0460,3250
178907,20191231,2019,FPAY,123.6280,7359
178951,20190331,2018,LBRMF,0.0000,1000
178973,20190131,2018,TITN,1261.5050,5500
178976,20190630,2019,LRN,1015.7520,8200
178978,20191231,2019,SLSDF,4.3610,1400
178997,20191231,2019,FNV,847.0000,6795
178999,20190630,2019,OGLDF,0.0000,1040
179003,20191231,2019,FABK,41.3830,6020
179003,20191231,2019,FABK,41.3830,6020
179016,20191231,2019,DDWWF,20.4610,6199
179029,20191231,2019,XIN,2482.6330,6552
179042,20191231,2019,FRMUF,36.2520,6798
179048,20191231,2019,ACBI,116.5720,6020
179048,20191231,2019,ACBI,116.5720,6020
179058,20190331,2018,OESX,65.8340,3640
179060,20191231,2019,BTG,1155.6370,1040
179077,20190930,2019,FOR,428.3000,6552
179077,20190930,2019,FOR,437.3000,6552
179087,20191231,2019,TNK,943.9170,4412
179107,20190331,2018,CHPRF,655.1290,1000
179124,20191231,2019,ETHOF,0.0000,1000
179132,20191231,2019,ORN,708.3900,1600
179137,20191231,2019,CNFN,0.8650,7370
179141,20191231,2019,VPRB,5.2560,3842
179143,20191130,2019,SMREF,0.0000,1000
179147,20191231,2019,YEWB,27.8840,2833
179158,20190630,2019,PPOTF,0.0000,1400
179163,20191231,2019,FPLSF,254.1820,2890
179164,20191231,2019,RCKXF,775.0700,5500
179182,20191231,2019,FDBL,0.2430,7372
179187,20190630,2019,CERGF,573.4200,6799
179202,20191231,2019,SATS,1886.0810,3663
179212,20191231,2019,TFCCF,21.6030,6799
179216,20191231,2019,BIP,6597.0000,4911
179229,20191231,2019,LYDIF,0.0000,1040
179234,20191231,2019,SFBC,38.6070,6035
179234,20191231,2019,SFBC,38.6070,6035
179236,20191231,2019,ETR8,1488.9550,4911
179249,20191231,2019,BWEN,178.2200,3510
179288,20191231,2019,AHC,183.5630,2711
179298,20191231,2019,EBSB,279.3640,6036
179298,20191231,2019,EBSB,279.3640,6036
179300,20191231,2019,AACG,14.0440,8200
179325,20190831,2019,ATURF,0.0000,1090
179347,20190331,2018,RCZRF,0.0000,1000
179372,20191231,2019,KBLB,0.0000,2820
179384,20191231,2019,CGFEF,81.5930,4924
179413,20190630,2019,CSII,248.0170,3841
179433,20191231,2019,TREVF,500.8000,1000
179437,20191231,2019,AWK,3610.0000,4941
179441,20191231,2019,BEAT,439.1070,8090
179447,20190228,2018,MKGI,0.5050,4700
179461,20190630,2019,AYTU,7.3200,2836
179480,20190831,2019,GFKRF,0.0000,1040
179507,20191231,2019,MEDS,7.4360,7370
179534,20190930,2019,V,22977.0000,6099
179534,20190930,2019,V,23393.0000,6099
179551,20190930,2019,ELGSF,2.2020,1400
179552,20191231,2019,EMPK,40.2880,6020
179552,20191231,2019,EMPK,40.2880,6020
179555,20191231,2019,CATPF,0.0000,1000
179566,20191231,2019,SLVRF,0.0000,1044
179577,20191231,2019,CFX,3327.4580,3540
179583,20190630,2019,FN,1584.3350,3670
179597,20191231,2019,HCCI,444.4270,4955
179598,20191231,2019,CLDX,3.5730,2836
179621,20191231,2019,PM,29805.0000,2111
179624,20190331,2018,CJJD,107.5510,5912
179652,20190531,2018,ORRCF,0.0130,1000
179657,20190930,2019,HI,1807.3000,3530
179666,20191231,2019,LOGM,1260.3850,7370
179671,20191231,2019,CCXI,36.1280,2836
179686,20191231,2019,ZGNX,3.6480,2834
179690,20191231,2019,SWI,932.5250,7372
179738,20191231,2019,ERII,86.9420,3559
179741,20191231,2019,KKR,9143.1110,6282
179748,20191130,2019,RKSCF,0.0000,6799
179750,20190731,2019,NMEX,0.0140,1311
179765,20190430,2018,NRGOF,0.0000,1040
179817,20191231,2019,VRS,2444.0000,2621
179819,20191031,2019,NX,893.8410,3442
179822,20190930,2019,SIZYF,0.0000,1000
179825,20190630,2019,NHVCF,32.6150,1040
179834,20191231,2019,CDNA,127.0680,2835
179840,20191231,2019,FLDM,117.2430,3826
179841,20191231,2019,CDXS,68.4580,2836
179843,20191231,2019,IPI,220.0750,1400
179846,20191231,2019,6179B,2055.9430,2015
179865,20190630,2019,WMPN,18.9480,6035
179865,20190630,2019,WMPN,18.9480,6035
179889,20191231,2019,AGNC,3230.0000,6798
179889,20191231,2019,AGNC,2920.0000,6798
179895,20191231,2019,RUM.,43.9710,5900
179903,20191231,2019,SCYYF,0.0000,1040
179929,20191231,2019,TMDI,0.0000,3845
179948,20191231,2019,RKHNF,0.0000,1000
179957,20191231,2019,ECHO,2184.9770,4731
179974,20191231,2019,HCI,241.3810,6331
179974,20191231,2019,HCI,243.2420,6331
180012,20190930,2019,WTRNF,0.0000,1400
180016,20191231,2019,MRC,3662.0000,5051
180019,20191231,2019,ALXEF,0.0000,1090
180057,20191231,2019,IOVA,0.0000,2836
180081,20191231,2019,SII,82.9910,6282
180083,20191231,2019,LOPE,778.6430,8200
180109,20190930,2019,MLVF,50.2470,6020
180109,20190930,2019,MLVF,50.2470,6020
180112,20191231,2019,SB,206.6820,4412
180118,20190630,2019,SINO,41.7710,4731
180145,20191231,2019,FLSS,188.4220,1389
180146,20191231,2019,TOMZ,6.3470,3559
180183,20191231,2019,HBCP,115.4230,6035
180183,20191231,2019,HBCP,115.4230,6035
180193,20190930,2019,OCSL,147.7020,6797
180193,20190930,2019,OCSL,202.7450,6797
180194,20190930,2019,AIKO,0.0000,9995
180228,20191231,2019,IVR,784.5350,6798
180228,20191231,2019,IVR,882.5890,6798
180229,20191231,2019,MG,748.5860,8711
180256,20191231,2019,NNA,280.1170,4412
180267,20190831,2019,CBGL,0.0000,2834
180272,20191231,2019,BKI,1177.2000,7374
180275,20191231,2019,MKTDF,0.0080,7370
180330,20190630,2019,OBGRF,152.8140,1000
180345,20190630,2019,RSSS,28.7940,7389
180353,20191231,2019,NTGSF,0.1990,1040
180363,20191231,2019,ALIM,53.9430,2834
180367,20191231,2019,MYAGF,7.8890,1040
180381,20190131,2018,YGTFF,0.0000,1040
180387,20191231,2019,TBCRF,102.2680,6199
180392,20190930,2019,KVLQF,0.0000,1090
180401,20191231,2019,KGEIF,22.5830,1311
180405,20191231,2019,ATVI,6489.0000,7372
180413,20190930,2019,DL,211.8220,8200
180423,20191231,2019,TREE,1106.6030,6163
180423,20191231,2019,TREE,1107.1270,6163
180445,20190630,2019,TGLDF,0.0000,1000
180450,20190531,2018,WMRSF,0.0000,1000
180464,20191231,2019,LAC,0.0000,1400
180466,20191231,2019,JBT,1945.7000,3550
180474,20190331,2018,RXN,2050.9000,3560
180483,20190930,2019,BERY,8878.0000,3080
180506,20191231,2019,LUCRF,249.7330,1400
180562,20191231,2019,RRTS,1847.8620,4731
180574,20190731,2019,RYES,0.0000,1000
180599,20191231,2019,AGDXF,20.2500,1040
180646,20191231,2019,MYRG,2071.1590,1623
180652,20191231,2019,VRSK,2607.1000,6411
180678,20191231,2019,TSRMF,0.0000,1000
180681,20190630,2019,ABBB,3.9200,6035
180681,20190630,2019,ABBB,3.9200,6035
180683,20190630,2019,IBIO,2.0340,2836
180690,20190630,2019,RCON,14.9090,3533
180695,20190630,2019,BHLL,0.0000,1000
180711,20191031,2019,AVGO,22597.0000,3674
180734,20190630,2019,CHND,0.0000,7812
180749,20191231,2019,BLPG,4.1260,7381
180812,20191231,2019,PGXPF,0.0000,1000
180822,20191231,2019,MHH,193.5740,7361
180866,20191231,2019,MYOS,1.0320,2834
180899,20191231,2019,GWTI,0.0000,3533
180905,20191231,2019,RST,182.7020,7370
180940,20191231,2019,LBCMD,0.0000,1000
180942,20191231,2019,DUK5,7395.0000,4911
180948,20191231,2019,AIRRF,0.0000,1000
180958,20190930,2019,FSFG,94.8490,6020
180958,20190930,2019,FSFG,94.8490,6020
181070,20191231,2019,SNWV,1.0290,3845
181104,20191231,2019,MDRX,1771.6770,7370
181105,20191231,2019,TNEYF,307.4940,1311
181256,20191031,2019,VRUS,13.6110,5140
181269,20191231,2019,GPRE,2417.2380,2860
181290,20191231,2019,DMRC,22.9870,3679
181309,20191231,2019,RPMT,0.0340,7374
181327,20191231,2019,FURY,0.0000,1000
181359,20191231,2019,MNGGF,1.1410,6510
181618,20191231,2019,CYMBF,48.6470,6199
181745,20191231,2019,CCLP,476.5810,1382
181775,20191231,2019,CIBY,0.0000,4813
181800,20190430,2018,MMEX,0.0000,2911
181804,20191231,2019,ALARF,115.9680,6799
181804,20191231,2019,ALARF,116.3880,6799
181820,20191231,2019,FSBW,112.6600,6036
181820,20191231,2019,FSBW,112.6600,6036
181900,20191231,2019,REPCF,0.2530,2836
181931,20191231,2019,CLW,1761.5000,2670
181970,20190331,2018,VBIO,0.2580,2834
181989,20191231,2019,SLCA,1474.4770,1400
182023,20190731,2019,ONCS,0.0000,2836
182104,20191231,2019,LOONF,0.0000,1311
182112,20191231,2019,ZVO,417.7950,8200
182309,20191231,2019,ABIO,0.0000,2836
182392,20190531,2018,BONXF,0.0000,1040
182395,20190731,2019,BKUH,0.0000,2834
182497,20191231,2019,KANP,3.8150,6552
182539,20191231,2019,ORZCF,0.0000,1040
182599,20191231,2019,RIVE,58.0610,6020
182599,20191231,2019,RIVE,58.0610,6020
182609,20190630,2019,CSJT,0.0000,9995
182610,20191231,2019,VYCO,1.4820,3842
182613,20191231,2019,TETAA,20.8760,6282
182685,20190630,2019,BYGRF,516.8840,1540
182700,20191231,2019,CYOU,455.3800,7372
182701,20191231,2019,OPI,680.1500,6798
182701,20191231,2019,OPI,741.2740,6798
182823,20191231,2019,MAXMF,15.2700,1311
182826,20191231,2019,ADMP,22.1140,2834
182950,20191231,2019,MTLFF,0.0000,1040
182960,20191031,2019,ABMT,0.0120,3841
182972,20190531,2018,CADIF,0.0000,1040
182979,20190630,2019,HDRSF,0.0000,1040
182986,20190930,2019,OPXS,24.5300,3827
183029,20191231,2019,RC,274.8910,6798
183046,20191231,2019,FFMH,61.7000,6020
183046,20191231,2019,FFMH,61.7000,6020
183085,20190228,2018,DENR,0.0000,1311
183108,20191231,2019,WMC,346.7010,6798
183112,20191231,2019,SRCRF,5.2470,1040
183139,20191231,2019,ISDR,16.2950,7370
183187,20191231,2019,CPXWF,1713.0000,4911
183224,20191231,2019,CNET,58.0800,7310
183226,20190331,2018,TIN.H,0.0000,1000
183231,20191231,2019,GMICF,853.1290,6351
183231,20191231,2019,GMICF,857.8180,6351
183247,20191231,2019,TBNK,83.4000,6035
183247,20191231,2019,TBNK,83.4000,6035
183261,20191231,2019,ENCTF,0.0000,1400
183283,20191231,2019,ADUS,648.7910,8082
183287,20191130,2019,TDNT,2.1540,2000
183296,20190531,2018,LRDC,8.4800,1382
183302,20191231,2019,BUDZ,0.0000,2834
183307,20191231,2019,SCFFF,8.5920,5812
183312,20191231,2019,ASPS,648.6510,7389
183316,20190331,2018,HELOF,0.0000,1000
183322,20191231,2019,TXMD,49.6470,2834
183324,20191231,2019,PMT,786.2610,6798
183324,20191231,2019,PMT,788.5790,6798
183331,20191231,2019,SVRZF,0.0000,6726
183337,20190331,2018,CO,147.0260,8090
183364,20191231,2019,WLTNF,0.0110,1311
183366,20191231,2019,H,5020.0000,7011
183377,20191231,2019,FTNT,2156.2000,3577
183388,20191231,2019,STWD,1166.9650,6798
183388,20191231,2019,STWD,1653.5790,6798
183474,20191231,2019,PPRRF,19.5900,7372
183488,20191231,2019,MAXD,0.0000,7372
183524,20191231,2019,GNUS,5.9080,7812
183528,20191231,2019,GCAP,236.2570,6200
183547,20191031,2019,CODA,25.0570,3812
183565,20191031,2019,IDWM,62.5990,2721
183571,20190430,2018,ISDSF,0.0260,7370
183581,20191231,2019,KAR,2781.9000,7389
183588,20191231,2019,NSPX,0.0000,2836
183590,20191231,2019,OTCM,59.6040,6200
183593,20191231,2019,OMER,111.8050,2836
183602,20191231,2019,SRNE,31.4320,2836
183603,20191231,2019,CLNY,2197.6520,6798
183603,20191231,2019,CLNY,2070.4580,6798
183606,20191231,2019,ARI,489.5210,6798
183606,20191231,2019,ARI,477.0080,6798
183610,20191231,2019,GEBRF,0.0000,6552
183636,20191231,2019,RCM,1186.1000,8741
183640,20191231,2019,IRDM,560.4440,4899
183666,20191231,2019,MINM,37.6140,3661
183669,20191231,2019,IMV,0.0590,2836
183675,20191031,2019,FVGCF,0.0000,1040
183683,20190131,2018,DLMAF,3548.5030,5311
